Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
GeneralHelpers.initScenario(),Chrome 97.0.4692.71,,,2022-01-15 19:38:24,2022-01-15 19:38:42,18.571s,PASSED
QuickOrderHelpers.navigationAndVerifyToQuickOrder(),Chrome 97.0.4692.71,,,2022-01-15 19:38:42,2022-01-15 19:38:52,9.283s,PASSED
"QuickOrderValidations.verifyCartCounter(""0"")",Chrome 97.0.4692.71,,,2022-01-15 19:38:52,2022-01-15 19:38:52,0.470s,PASSED
QuickOrderHelpers.headerAndTableStyle(),Chrome 97.0.4692.71,,,2022-01-15 19:38:52,2022-01-15 19:38:54,1.838s,PASSED
QuickOrderHelpers.fillingVerifyingStockNo(),Chrome 97.0.4692.71,,,2022-01-15 19:38:54,2022-01-15 19:39:09,15.083s,PASSED
QuickOrderHelpers.fillingQuanitiesInputs(),Chrome 97.0.4692.71,,,2022-01-15 19:39:09,2022-01-15 19:39:13,4.239s,PASSED
QuickOrderHelpers.storeProductsDetailsAndVerifyTotal(),Chrome 97.0.4692.71,,,2022-01-15 19:39:13,2022-01-15 19:39:15,1.589s,PASSED
QuickOrderHelpers.navigationAndVerifyingShoppingCart(),Chrome 97.0.4692.71,,,2022-01-15 19:39:15,2022-01-15 19:39:24,9.270s,PASSED
"QuickOrderValidations.verifyCartCounter(""5"")",Chrome 97.0.4692.71,,,2022-01-15 19:39:24,2022-01-15 19:39:25,0.579s,PASSED
QuickOrderHelpers.verifyCartTotalAndRowsNo(5),Chrome 97.0.4692.71,,,2022-01-15 19:39:25,2022-01-15 19:39:26,0.797s,PASSED
MiniCartActions.hoverOnMiniCartLink(),Chrome 97.0.4692.71,,,2022-01-15 19:39:26,2022-01-15 19:39:26,0.609s,PASSED
MiniCartValidations.verifyHoverStyleOnMiniCartLink(),Chrome 97.0.4692.71,,,2022-01-15 19:39:26,2022-01-15 19:39:27,0.886s,PASSED
MiniCartValidations.verifyMiniCartTotals(),Chrome 97.0.4692.71,,,2022-01-15 19:39:27,2022-01-15 19:39:29,2.148s,PASSED
MiniCartValidations.miniCartItemCount(),Chrome 97.0.4692.71,,,2022-01-15 19:39:29,2022-01-15 19:39:30,0.788s,PASSED
ShoppingCartValidations.verifyShoppingCartItemEqualMiniCartBadge(),Chrome 97.0.4692.71,,,2022-01-15 19:39:30,2022-01-15 19:39:31,0.879s,PASSED
ShoppingCartValidations.verifyShoppingCartItemEqualToSummaryItem(),Chrome 97.0.4692.71,,,2022-01-15 19:39:31,2022-01-15 19:39:32,1.292s,PASSED
ShoppingCartValidations.verifyTotalPriceForProductTable(),Chrome 97.0.4692.71,,,2022-01-15 19:39:32,2022-01-15 19:39:34,1.659s,PASSED
ShoppingCartValidations.verifyTotalPriceInSummaryTable(),Chrome 97.0.4692.71,,,2022-01-15 19:39:34,2022-01-15 19:39:35,0.822s,PASSED
QuickOrderHelpers.verifyShoppingCartProductsSameWithStoredProducts(),Chrome 97.0.4692.71,,,2022-01-15 19:39:35,2022-01-15 19:39:38,3.267s,PASSED
ShoppingCartHelpers.navigateToCheckoutPage(),Chrome 97.0.4692.71,,,2022-01-15 19:39:38,2022-01-15 19:39:43,5.326s,PASSED
CheckoutPageValidation.verifyNaigationTOCheckOut(),Chrome 97.0.4692.71,,,2022-01-15 19:39:43,2022-01-15 19:39:45,1.278s,PASSED
CheckoutPageValidation.verifyTotalPrice(),Chrome 97.0.4692.71,,,2022-01-15 19:39:45,2022-01-15 19:39:46,1.881s,PASSED
CheckoutPageValidation.verifyCheckoutAsGuest(),Chrome 97.0.4692.71,,,2022-01-15 19:39:46,2022-01-15 19:39:47,0.421s,PASSED
CheckoutPageValidation.verifyCheckoutAsGuestSelected(),Chrome 97.0.4692.71,,,2022-01-15 19:39:47,2022-01-15 19:39:47,0.402s,PASSED
CheckoutPageValidation.verifyProductSummaryItemQountityTotal(),Chrome 97.0.4692.71,,,2022-01-15 19:39:47,2022-01-15 19:39:59,11.245s,PASSED
CheckoutPageHelpers.navigateToCheckoutInformationForm(),Chrome 97.0.4692.71,,,2022-01-15 19:39:59,2022-01-15 19:40:01,2.455s,PASSED
checkOutFormHelper.fillCheckOutForm(),Chrome 97.0.4692.71,,,2022-01-15 19:40:01,2022-01-15 19:40:47,46.434s,PASSED
CheckoutPageValidation.verifyNavigationToCheckoutDetails(),Chrome 97.0.4692.71,,,2022-01-15 19:40:47,2022-01-15 19:40:50,2.087s,PASSED
CheckoutPageHelpers.ShippingAddressDiv(),Chrome 97.0.4692.71,,,2022-01-15 19:40:50,2022-01-15 19:40:52,2.132s,PASSED
CheckoutPageHelpers.ShippingDetailsInCeckout(),Chrome 97.0.4692.71,,,2022-01-15 19:40:52,2022-01-15 19:40:52,0.412s,PASSED
CheckoutPageHelpers.standardShippingAddress(),Chrome 97.0.4692.71,,,2022-01-15 19:40:52,2022-01-15 19:40:56,3.502s,PASSED
CheckoutPageHelpers.paymentMethodDiv(),Chrome 97.0.4692.71,,,2022-01-15 19:40:56,2022-01-15 19:40:56,0.868s,PASSED
CheckoutPageHelpers.verifyPaymentMethodDetails(),Chrome 97.0.4692.71,,,2022-01-15 19:40:56,2022-01-15 19:40:58,2.018s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-15 19:40:58,2022-01-15 19:41:01,2.204s,PASSED
