Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
PrimaryHeaderHelpers.customerServiceLinkAction(),Firefox 95.0,,,2022-01-17 13:12:29,2022-01-17 13:12:30,1.050s,PASSED
PrimaryHeaderHelpers.navigateToCustomerServicePage(),Firefox 95.0,,,2022-01-17 13:12:30,2022-01-17 13:12:32,1.767s,PASSED
PrimaryHeaderHelpers.NavigateToHomePageUsingLogo(),Firefox 95.0,,,2022-01-17 13:12:32,2022-01-17 13:12:36,3.696s,PASSED
closeBrowser(),Firefox 95.0,,,2022-01-17 13:12:36,2022-01-17 13:12:36,0.531s,PASSED
Video,Firefox 95.0,,,2022-01-17 13:12:36,2022-01-17 13:12:36,0.002s,PASSED
,,,,,,,
Test Cases/Header/Secondery Header TC,Firefox 95.0,,,2022-01-17 13:12:36,2022-01-17 13:14:00,1m - 23.154s,PASSED
GeneralHelpers.initScenario(),Firefox 95.0,,,2022-01-17 13:12:37,2022-01-17 13:12:47,9.968s,PASSED
SeconderyHeaderValidation.verifyNavVisibilityAndBackground(),Firefox 95.0,,,2022-01-17 13:12:47,2022-01-17 13:12:50,3.173s,PASSED
SeconderyHeaderHelper.verifyAllNavLinksStyle(),Firefox 95.0,,,2022-01-17 13:12:50,2022-01-17 13:12:50,0.602s,PASSED
SeconderyHeaderHelper.hoverAllMainNavLinksAndCheckStyle(),Firefox 95.0,,,2022-01-17 13:12:50,2022-01-17 13:13:02,11.530s,PASSED
SeconderyHeaderHelper.navigateToTagsAndForms(),Firefox 95.0,,,2022-01-17 13:13:02,2022-01-17 13:13:05,3.381s,PASSED
PrimaryHeaderHelpers.NavigateToHomePageUsingLogo(),Firefox 95.0,,,2022-01-17 13:13:05,2022-01-17 13:13:08,2.425s,PASSED
SeconderyHeaderHelper.navigateToCounterAndCheckin(),Firefox 95.0,,,2022-01-17 13:13:08,2022-01-17 13:13:12,4.007s,PASSED
PrimaryHeaderHelpers.NavigateToHomePageUsingLogo(),Firefox 95.0,,,2022-01-17 13:13:12,2022-01-17 13:13:16,4.019s,PASSED
SeconderyHeaderHelper.navigateToBags(),Firefox 95.0,,,2022-01-17 13:13:16,2022-01-17 13:13:19,3.012s,PASSED
PrimaryHeaderHelpers.NavigateToHomePageUsingLogo(),Firefox 95.0,,,2022-01-17 13:13:19,2022-01-17 13:13:22,3.182s,PASSED
SeconderyHeaderHelper.navigateToPressingAndSpotting(),Firefox 95.0,,,2022-01-17 13:13:22,2022-01-17 13:13:26,3.974s,PASSED
PrimaryHeaderHelpers.NavigateToHomePageUsingLogo(),Firefox 95.0,,,2022-01-17 13:13:26,2022-01-17 13:13:30,3.827s,PASSED
SeconderyHeaderHelper.navigateToPackaging(),Firefox 95.0,,,2022-01-17 13:13:30,2022-01-17 13:13:33,3.630s,PASSED
PrimaryHeaderHelpers.NavigateToHomePageUsingLogo(),Firefox 95.0,,,2022-01-17 13:13:33,2022-01-17 13:13:37,3.464s,PASSED
SeconderyHeaderHelper.navigateToRacks(),Firefox 95.0,,,2022-01-17 13:13:37,2022-01-17 13:13:40,3.452s,PASSED
PrimaryHeaderHelpers.NavigateToHomePageUsingLogo(),Firefox 95.0,,,2022-01-17 13:13:40,2022-01-17 13:13:45,4.406s,PASSED
SeconderyHeaderHelper.navigateToTailoring(),Firefox 95.0,,,2022-01-17 13:13:45,2022-01-17 13:13:49,3.857s,PASSED
PrimaryHeaderHelpers.NavigateToHomePageUsingLogo(),Firefox 95.0,,,2022-01-17 13:13:49,2022-01-17 13:13:52,3.361s,PASSED
SeconderyHeaderHelper.navigateToLaundromat(),Firefox 95.0,,,2022-01-17 13:13:52,2022-01-17 13:13:56,3.971s,PASSED
PrimaryHeaderHelpers.NavigateToHomePageUsingLogo(),Firefox 95.0,,,2022-01-17 13:13:56,2022-01-17 13:14:00,3.584s,PASSED
Video,Firefox 95.0,,,2022-01-17 13:14:00,2022-01-17 13:14:00,0.001s,PASSED
