Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MiniCartHelpers.hoverOnMiniCartHeader(),Chrome 97.0.4692.71,,,2022-01-15 16:47:31,2022-01-15 16:47:39,7.491s,PASSED
ProductDetailsHelpers.hoverEffectAndClickLargeSizeLink(),Chrome 97.0.4692.71,,,2022-01-15 16:47:39,2022-01-15 16:47:47,8.737s,PASSED
ProductDetailsHelpers.selectRoyalBlueColor(),Chrome 97.0.4692.71,,,2022-01-15 16:47:47,2022-01-15 16:47:51,3.940s,PASSED
ProductDetailsHelpers.addProductToCart(),Chrome 97.0.4692.71,,,2022-01-15 16:47:51,2022-01-15 16:47:54,2.770s,PASSED
MiniCartHelpers.hoverOnMiniCartHeader(),Chrome 97.0.4692.71,,,2022-01-15 16:47:54,2022-01-15 16:48:00,6.380s,PASSED
MiniCartActions.navigateToCartPage(),Chrome 97.0.4692.71,,,2022-01-15 16:48:00,2022-01-15 16:48:07,6.112s,PASSED
ShoppingCartHelpers.navigateToCartPage(),Chrome 97.0.4692.71,,,2022-01-15 16:48:07,2022-01-15 16:48:13,6.038s,PASSED
ShoppingCartHelpers.updateQuantities(),Chrome 97.0.4692.71,,,2022-01-15 16:48:13,2022-01-15 16:48:18,5.433s,PASSED
ShoppingCartHelpers.navigateToCheckoutPage(),Chrome 97.0.4692.71,,,2022-01-15 16:48:18,2022-01-15 16:48:24,5.874s,PASSED
CheckoutPageHelpers.initCheckoutPage(),Chrome 97.0.4692.71,,,2022-01-15 16:48:24,2022-01-15 16:48:39,15.199s,PASSED
CheckoutPageHelpers.navigateToCheckoutInformationForm(),Chrome 97.0.4692.71,,,2022-01-15 16:48:39,2022-01-15 16:48:42,2.806s,PASSED
checkOutFormHelper.fillCheckOutForm(),Chrome 97.0.4692.71,,,2022-01-15 16:48:42,2022-01-15 16:49:24,41.710s,PASSED
CheckoutPageValidation.verifyNavigationToCheckoutDetails(),Chrome 97.0.4692.71,,,2022-01-15 16:49:24,2022-01-15 16:49:31,6.865s,PASSED
CheckoutPageHelpers.ShippingAddressDiv(),Chrome 97.0.4692.71,,,2022-01-15 16:49:31,2022-01-15 16:49:32,1.972s,PASSED
CheckoutPageHelpers.verifyShippingDetailsInCeckout(),Chrome 97.0.4692.71,,,2022-01-15 16:49:32,2022-01-15 16:49:33,0.535s,PASSED
CheckoutPageHelpers.standardShippingAddress(),Chrome 97.0.4692.71,,,2022-01-15 16:49:33,2022-01-15 16:49:36,2.605s,PASSED
CheckoutPageHelpers.paymentMethodDiv(),Chrome 97.0.4692.71,,,2022-01-15 16:49:36,2022-01-15 16:49:37,1.134s,PASSED
CheckoutPageHelpers.verifyPaymentMethodDetails(),Chrome 97.0.4692.71,,,2022-01-15 16:49:37,2022-01-15 16:49:39,1.856s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-15 16:49:39,2022-01-15 16:49:39,0.219s,PASSED
Video,Chrome 97.0.4692.71,,,2022-01-15 16:49:53,2022-01-15 16:49:53,0.008s,PASSED
,,,,,,,
Test Cases/Checkout Scenario/Quick Order,Chrome 97.0.4692.71,,,2022-01-15 16:49:53,2022-01-15 16:52:20,2m - 26.623s,PASSED
GeneralHelpers.initScenario(),Chrome 97.0.4692.71,,,2022-01-15 16:49:54,2022-01-15 16:50:11,16.755s,PASSED
QuickOrderHelpers.navigationAndVerifyToQuickOrder(),Chrome 97.0.4692.71,,,2022-01-15 16:50:11,2022-01-15 16:50:22,11.602s,PASSED
QuickOrderHelpers.fillingVerifyingStockNo(),Chrome 97.0.4692.71,,,2022-01-15 16:50:22,2022-01-15 16:50:33,10.931s,PASSED
QuickOrderHelpers.fillingQuanitiesInputs(),Chrome 97.0.4692.71,,,2022-01-15 16:50:33,2022-01-15 16:50:37,3.375s,PASSED
QuickOrderHelpers.storeProductsDetailsAndVerifyTotal(),Chrome 97.0.4692.71,,,2022-01-15 16:50:37,2022-01-15 16:50:37,0.664s,PASSED
QuickOrderHelpers.navigationAndVerifyingShoppingCart(),Chrome 97.0.4692.71,,,2022-01-15 16:50:37,2022-01-15 16:50:45,8.028s,PASSED
"QuickOrderValidations.verifyCartCounter(""5"")",Chrome 97.0.4692.71,,,2022-01-15 16:50:45,2022-01-15 16:50:46,0.386s,PASSED
QuickOrderHelpers.verifyCartTotalAndRowsNo(5),Chrome 97.0.4692.71,,,2022-01-15 16:50:46,2022-01-15 16:50:47,0.980s,PASSED
MiniCartActions.hoverOnMiniCartLink(),Chrome 97.0.4692.71,,,2022-01-15 16:50:47,2022-01-15 16:50:47,0.567s,PASSED
MiniCartValidations.verifyHoverStyleOnMiniCartLink(),Chrome 97.0.4692.71,,,2022-01-15 16:50:47,2022-01-15 16:50:48,0.861s,PASSED
MiniCartValidations.verifyMiniCartTotals(),Chrome 97.0.4692.71,,,2022-01-15 16:50:48,2022-01-15 16:50:50,1.767s,PASSED
MiniCartValidations.miniCartItemCount(),Chrome 97.0.4692.71,,,2022-01-15 16:50:50,2022-01-15 16:50:51,0.793s,PASSED
ShoppingCartValidations.verifyShoppingCartItemEqualMiniCartBadge(),Chrome 97.0.4692.71,,,2022-01-15 16:50:51,2022-01-15 16:50:51,0.732s,PASSED
ShoppingCartValidations.verifyShoppingCartItemEqualToSummaryItem(),Chrome 97.0.4692.71,,,2022-01-15 16:50:51,2022-01-15 16:50:52,0.722s,PASSED
ShoppingCartValidations.verifyTotalPriceForProductTable(),Chrome 97.0.4692.71,,,2022-01-15 16:50:52,2022-01-15 16:50:54,1.833s,PASSED
ShoppingCartValidations.verifyTotalPriceInSummaryTable(),Chrome 97.0.4692.71,,,2022-01-15 16:50:54,2022-01-15 16:50:55,0.840s,PASSED
QuickOrderHelpers.verifyShoppingCartProductsSameWithStoredProducts(),Chrome 97.0.4692.71,,,2022-01-15 16:50:55,2022-01-15 16:50:57,2.659s,PASSED
ShoppingCartHelpers.navigateToCheckoutPage(),Chrome 97.0.4692.71,,,2022-01-15 16:50:57,2022-01-15 16:51:02,4.239s,PASSED
CheckoutPageValidation.verifyNaigationTOCheckOut(),Chrome 97.0.4692.71,,,2022-01-15 16:51:02,2022-01-15 16:51:03,1.490s,PASSED
CheckoutPageHelpers.initCheckoutPage(),Chrome 97.0.4692.71,,,2022-01-15 16:51:03,2022-01-15 16:51:18,14.965s,PASSED
CheckoutPageHelpers.navigateToCheckoutInformationForm(),Chrome 97.0.4692.71,,,2022-01-15 16:51:18,2022-01-15 16:51:20,1.943s,PASSED
checkOutFormHelper.fillCheckOutForm(),Chrome 97.0.4692.71,,,2022-01-15 16:51:20,2022-01-15 16:52:00,39.990s,PASSED
CheckoutPageValidation.verifyNavigationToCheckoutDetails(),Chrome 97.0.4692.71,,,2022-01-15 16:52:00,2022-01-15 16:52:02,2.145s,PASSED
CheckoutPageHelpers.ShippingAddressDiv(),Chrome 97.0.4692.71,,,2022-01-15 16:52:02,2022-01-15 16:52:04,1.841s,PASSED
CheckoutPageHelpers.ShippingDetailsInCeckout(),Chrome 97.0.4692.71,,,2022-01-15 16:52:04,2022-01-15 16:52:05,0.441s,PASSED
CheckoutPageHelpers.standardShippingAddress(),Chrome 97.0.4692.71,,,2022-01-15 16:52:05,2022-01-15 16:52:07,2.763s,PASSED
CheckoutPageHelpers.paymentMethodDiv(),Chrome 97.0.4692.71,,,2022-01-15 16:52:07,2022-01-15 16:52:08,0.894s,PASSED
CheckoutPageHelpers.verifyPaymentMethodDetails(),Chrome 97.0.4692.71,,,2022-01-15 16:52:08,2022-01-15 16:52:10,1.679s,PASSED
Video,Chrome 97.0.4692.71,,,2022-01-15 16:52:20,2022-01-15 16:52:20,0.002s,PASSED
,,,,,,,
Test Cases/Checkout Scenario/Category,Chrome 97.0.4692.71,,,2022-01-15 16:52:20,2022-01-15 16:53:59,1m - 39.150s,PASSED
GeneralHelpers.initScenario(),Chrome 97.0.4692.71,,,2022-01-15 16:52:21,2022-01-15 16:52:33,12.377s,PASSED
"computerRegister = ""Object Repository/Category/a_ComputerRegister""",Chrome 97.0.4692.71,,,2022-01-15 16:52:33,2022-01-15 16:52:33,0.000s,PASSED
CategoryScActions.hovertags(),Chrome 97.0.4692.71,,,2022-01-15 16:52:33,2022-01-15 16:52:35,1.979s,PASSED
CategorySCHelpers.navigateComputerRegister(),Chrome 97.0.4692.71,,,2022-01-15 16:52:35,2022-01-15 16:52:40,4.870s,PASSED
CategoryValidations.validatespanText(computerRegisterspan),Chrome 97.0.4692.71,,,2022-01-15 16:52:40,2022-01-15 16:52:41,1.325s,PASSED
CategoryScActions.getDefaultProjectCategoryFilter(expectedProductNum),Chrome 97.0.4692.71,,,2022-01-15 16:52:41,2022-01-15 16:52:44,2.380s,PASSED
CategoryScActions.getDefaultValueOfSortBy(sortByDefault),Chrome 97.0.4692.71,,,2022-01-15 16:52:44,2022-01-15 16:52:44,0.392s,PASSED
CategoryScActions.getDefaultManufacturar(manufacturarDefault),Chrome 97.0.4692.71,,,2022-01-15 16:52:44,2022-01-15 16:52:45,1.130s,PASSED
CategoryScActions.getDefaultModal(defaultmodal),Chrome 97.0.4692.71,,,2022-01-15 16:52:45,2022-01-15 16:52:45,0.409s,PASSED
CategoryScActions.clickOnManuWithassertOPened(menuExpandValue),Chrome 97.0.4692.71,,,2022-01-15 16:52:45,2022-01-15 16:52:47,1.156s,PASSED
CategorySCHelpers.selectCasioManufacturar(),Chrome 97.0.4692.71,,,2022-01-15 16:52:47,2022-01-15 16:52:49,2.354s,PASSED
CategorySCHelpers.selectModalsp1000(),Chrome 97.0.4692.71,,,2022-01-15 16:52:49,2022-01-15 16:52:53,3.855s,PASSED
CategorySCHelpers.EnterCasioSP1000Product(),Chrome 97.0.4692.71,,,2022-01-15 16:52:53,2022-01-15 16:53:00,7.205s,PASSED
CategorySCHelpers.ValidateCasioSP1000ProductDetails(),Chrome 97.0.4692.71,,,2022-01-15 16:53:00,2022-01-15 16:53:01,1.288s,PASSED
CategorySCHelpers.enterTenItemsFromProduct(),Chrome 97.0.4692.71,,,2022-01-15 16:53:01,2022-01-15 16:53:06,4.372s,PASSED
CategorySCHelpers.checkMeniCartBadge(),Chrome 97.0.4692.71,,,2022-01-15 16:53:06,2022-01-15 16:53:06,0.773s,PASSED
CategorySCHelpers.navigateToCart(),Chrome 97.0.4692.71,,,2022-01-15 16:53:06,2022-01-15 16:53:09,2.241s,PASSED
"navigateToUrl(""https://www.cleanersupply.com/checkout/"")",Chrome 97.0.4692.71,,,2022-01-15 16:53:09,2022-01-15 16:53:11,1.791s,PASSED
maximizeWindow(),Chrome 97.0.4692.71,,,2022-01-15 16:53:11,2022-01-15 16:53:11,0.638s,PASSED
checkOutFormHelper.fillCheckOutForm(),Chrome 97.0.4692.71,,,2022-01-15 16:53:11,2022-01-15 16:53:52,40.524s,PASSED
Video,Chrome 97.0.4692.71,,,2022-01-15 16:53:59,2022-01-15 16:53:59,0.005s,PASSED
