Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Header/Secondery Header TC,Chrome 97.0.4692.71,,,2022-01-17 12:56:44,2022-01-17 12:58:12,1m - 28.152s,PASSED
GeneralHelpers.initScenario(),Chrome 97.0.4692.71,,,2022-01-17 12:56:45,2022-01-17 12:56:56,11.566s,PASSED
SeconderyHeaderValidation.verifyNavVisibilityAndBackground(),Chrome 97.0.4692.71,,,2022-01-17 12:56:56,2022-01-17 12:56:58,1.781s,PASSED
SeconderyHeaderHelper.verifyAllNavLinksStyle(),Chrome 97.0.4692.71,,,2022-01-17 12:56:58,2022-01-17 12:56:59,1.014s,PASSED
SeconderyHeaderHelper.hoverAllMainNavLinksAndCheckStyle(),Chrome 97.0.4692.71,,,2022-01-17 12:56:59,2022-01-17 12:57:13,14.168s,PASSED
SeconderyHeaderHelper.navigateToTagsAndForms(),Chrome 97.0.4692.71,,,2022-01-17 12:57:13,2022-01-17 12:57:17,4.386s,PASSED
PrimaryHeaderHelpers.NavigateToHomePageUsingLogo(),Chrome 97.0.4692.71,,,2022-01-17 12:57:17,2022-01-17 12:57:20,2.121s,PASSED
SeconderyHeaderHelper.navigateToCounterAndCheckin(),Chrome 97.0.4692.71,,,2022-01-17 12:57:20,2022-01-17 12:57:23,3.626s,PASSED
PrimaryHeaderHelpers.NavigateToHomePageUsingLogo(),Chrome 97.0.4692.71,,,2022-01-17 12:57:23,2022-01-17 12:57:26,3.036s,PASSED
SeconderyHeaderHelper.navigateToBags(),Chrome 97.0.4692.71,,,2022-01-17 12:57:26,2022-01-17 12:57:31,4.952s,PASSED
PrimaryHeaderHelpers.NavigateToHomePageUsingLogo(),Chrome 97.0.4692.71,,,2022-01-17 12:57:31,2022-01-17 12:57:33,2.277s,PASSED
SeconderyHeaderHelper.navigateToPressingAndSpotting(),Chrome 97.0.4692.71,,,2022-01-17 12:57:33,2022-01-17 12:57:38,4.875s,PASSED
PrimaryHeaderHelpers.NavigateToHomePageUsingLogo(),Chrome 97.0.4692.71,,,2022-01-17 12:57:38,2022-01-17 12:57:40,2.054s,PASSED
SeconderyHeaderHelper.navigateToPackaging(),Chrome 97.0.4692.71,,,2022-01-17 12:57:40,2022-01-17 12:57:43,2.895s,PASSED
PrimaryHeaderHelpers.NavigateToHomePageUsingLogo(),Chrome 97.0.4692.71,,,2022-01-17 12:57:43,2022-01-17 12:57:47,3.240s,PASSED
SeconderyHeaderHelper.navigateToRacks(),Chrome 97.0.4692.71,,,2022-01-17 12:57:47,2022-01-17 12:57:50,3.152s,PASSED
PrimaryHeaderHelpers.NavigateToHomePageUsingLogo(),Chrome 97.0.4692.71,,,2022-01-17 12:57:50,2022-01-17 12:57:53,3.767s,PASSED
SeconderyHeaderHelper.navigateToTailoring(),Chrome 97.0.4692.71,,,2022-01-17 12:57:53,2022-01-17 12:57:57,3.327s,PASSED
PrimaryHeaderHelpers.NavigateToHomePageUsingLogo(),Chrome 97.0.4692.71,,,2022-01-17 12:57:57,2022-01-17 12:58:00,2.858s,PASSED
SeconderyHeaderHelper.navigateToLaundromat(),Chrome 97.0.4692.71,,,2022-01-17 12:58:00,2022-01-17 12:58:03,3.050s,PASSED
PrimaryHeaderHelpers.NavigateToHomePageUsingLogo(),Chrome 97.0.4692.71,,,2022-01-17 12:58:03,2022-01-17 12:58:06,3.050s,PASSED
Video,Chrome 97.0.4692.71,,,2022-01-17 12:58:12,2022-01-17 12:58:12,0.004s,PASSED
