Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
CategoryScActions.getDefaultManufacturar(manufacturarDefault),Firefox 95.0,,,2022-01-17 13:09:44,2022-01-17 13:09:44,0.323s,PASSED
CategoryScActions.getDefaultModal(defaultmodal),Firefox 95.0,,,2022-01-17 13:09:44,2022-01-17 13:09:44,0.327s,PASSED
CategoryScActions.clickOnManuWithassertOPened(menuExpandValue),Firefox 95.0,,,2022-01-17 13:09:44,2022-01-17 13:09:45,0.901s,PASSED
CategorySCHelpers.selectCasioManufacturar(),Firefox 95.0,,,2022-01-17 13:09:45,2022-01-17 13:09:47,2.250s,PASSED
CategorySCHelpers.selectModalsp1000(),Firefox 95.0,,,2022-01-17 13:09:47,2022-01-17 13:09:50,2.588s,PASSED
CategorySCHelpers.EnterCasioSP1000Product(),Firefox 95.0,,,2022-01-17 13:09:50,2022-01-17 13:09:54,4.457s,PASSED
CategorySCHelpers.ValidateCasioSP1000ProductDetails(),Firefox 95.0,,,2022-01-17 13:09:54,2022-01-17 13:09:56,1.550s,PASSED
CategorySCHelpers.enterTenItemsFromProduct(),Firefox 95.0,,,2022-01-17 13:09:56,2022-01-17 13:10:00,4.427s,PASSED
MiniCartActions.navigateToCartPage(),Firefox 95.0,,,2022-01-17 13:10:00,2022-01-17 13:10:03,2.577s,PASSED
ShoppingCartHelpers.navigateToCartPage(),Firefox 95.0,,,2022-01-17 13:10:03,2022-01-17 13:10:09,6.308s,PASSED
ShoppingCartHelpers.navigateToCheckoutPage(),Firefox 95.0,,,2022-01-17 13:10:09,2022-01-17 13:10:12,2.964s,PASSED
CheckoutPageHelpers.initCheckoutPage(),Firefox 95.0,,,2022-01-17 13:10:12,2022-01-17 13:10:18,5.363s,PASSED
CheckoutPageHelpers.navigateToCheckoutInformationForm(),Firefox 95.0,,,2022-01-17 13:10:18,2022-01-17 13:10:20,2.302s,PASSED
checkOutFormHelper.fillCheckOutForm(),Firefox 95.0,,,2022-01-17 13:10:20,2022-01-17 13:10:52,32.338s,PASSED
closeBrowser(),Firefox 95.0,,,2022-01-17 13:10:52,2022-01-17 13:10:53,0.567s,PASSED
Video,Firefox 95.0,,,2022-01-17 13:10:53,2022-01-17 13:10:53,0.001s,PASSED
,,,,,,,
Test Cases/Checkout Scenario/Quick Order,Firefox 95.0,,,2022-01-17 13:10:53,2022-01-17 13:11:10,17.247s,FAILED
GeneralHelpers.initScenario(),Firefox 95.0,,,2022-01-17 13:10:53,2022-01-17 13:11:02,8.831s,PASSED
QuickOrderHelpers.navigationAndVerifyToQuickOrder(),Firefox 95.0,,,2022-01-17 13:11:02,2022-01-17 13:11:10,7.956s,FAILED
Video,Firefox 95.0,,,2022-01-17 13:11:10,2022-01-17 13:11:10,0.001s,PASSED
