Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Footer,Firefox 95.0,,,2022-01-16 00:23:23,2022-01-16 00:24:39,1m - 15.778s,PASSED
,,,,,,,
Test Cases/Footer/Footer TC,Firefox 95.0,,,2022-01-16 00:23:24,2022-01-16 00:24:39,1m - 15.332s,PASSED
GeneralHelpers.initScenario(),Firefox 95.0,,,2022-01-16 00:23:24,2022-01-16 00:23:42,17.898s,PASSED
defaultFooterValidatins.verifyExistingOftopFooterImage(),Firefox 95.0,,,2022-01-16 00:23:42,2022-01-16 00:23:44,1.919s,PASSED
defaultFooterValidatins.verifyBackGroundandMaxHeightOfTopFooter(),Firefox 95.0,,,2022-01-16 00:23:44,2022-01-16 00:23:47,2.823s,PASSED
defaultFooterValidatins.verifyExistingOffooterBody(),Firefox 95.0,,,2022-01-16 00:23:47,2022-01-16 00:23:47,0.314s,PASSED
defaultFooterValidatins.verifyBackGroundandPaddingOfFooterBody(),Firefox 95.0,,,2022-01-16 00:23:47,2022-01-16 00:23:47,0.264s,PASSED
defaultFooterValidatins.verifyExistingOffooterBodyRightColomn(),Firefox 95.0,,,2022-01-16 00:23:47,2022-01-16 00:23:48,0.293s,PASSED
defaultFooterValidatins.verifyExistingOffooterBodyMiddleColomn(),Firefox 95.0,,,2022-01-16 00:23:48,2022-01-16 00:23:48,0.309s,PASSED
defaultFooterValidatins.verifyExistingOffooterBodyLeftColomn(),Firefox 95.0,,,2022-01-16 00:23:48,2022-01-16 00:23:48,0.308s,PASSED
defaultFooterValidatins.verifyRequestCatalogueLink(),Firefox 95.0,,,2022-01-16 00:23:48,2022-01-16 00:23:55,6.392s,PASSED
defaultFooterValidatins.verifycassifiedListLink(),Firefox 95.0,,,2022-01-16 00:23:55,2022-01-16 00:24:01,6.451s,PASSED
defaultFooterValidatins.verifyExistingOfRegionButtonandClickable(),Firefox 95.0,,,2022-01-16 00:24:01,2022-01-16 00:24:03,1.491s,PASSED
defaultFooterValidatins.verifyClickingOnFeedBackButtonShowPopUP(),Firefox 95.0,,,2022-01-16 00:24:03,2022-01-16 00:24:04,1.288s,PASSED
defaultFooterValidatins.fillModalWithAssertValueAndClose(),Firefox 95.0,,,2022-01-16 00:24:04,2022-01-16 00:24:06,2.459s,PASSED
defaultFooterActions.clickpreviouslyOrdered(),Firefox 95.0,,,2022-01-16 00:24:06,2022-01-16 00:24:09,2.857s,PASSED
